route_id,path_id,path_type,direction,seq,sid
1,1,split,go,0,1091
1,1,split,go,1,1093
1,1,split,go,2,3175
1,1,split,go,3,3589
1,1,split,go,4,3614
1,1,split,go,5,3615
1,1,split,go,6,1906
1,1,split,go,7,3583
1,1,split,go,8,4596
1,1,split,go,9,4051
1,1,split,go,10,4052
1,1,split,go,11,1086
1,1,split,go,12,1087
1,1,split,go,13,1088
1,1,split,go,14,1089
1,1,split,go,15,1090
1-13,0,main,go,0,1589
1-13,0,main,go,1,1590
1-13,0,main,go,2,1591
1-13,0,main,go,3,1592
1-13,0,main,go,4,1593
1-13,0,main,go,5,1594
1-13,0,main,go,6,1595
1-13,0,main,go,7,5604
1-13,0,main,go,8,3882
1-13,0,main,go,9,3883
1-13,0,main,go,10,3884
1-13,0,main,go,11,3885
1-13,0,main,go,12,3886
1-13,0,main,go,13,3887
1-13,0,main,go,14,3888
1-13,0,main,go,15,3889
1-13,0,main,go,16,3890
1-13,0,main,go,17,3110
1-13,0,main,go,18,3891
1-13,0,main,go,19,3892
1-13,0,main,go,20,3803
1-13,0,main,go,21,3804
1-13,0,main,go,22,3805
1-13,0,main,go,23,3806
1-13,0,main,go,24,4242
1-13,0,main,go,25,2379
1-13,0,main,go,26,4243
1-13,0,main,go,27,4244
1-13,0,main,go,28,4245
1-13,0,main,go,29,2663
1-13,0,main,go,30,3533
1-13,0,main,go,31,3534
1-13,0,main,go,32,3535
1-13,0,main,go,33,3536
1-13,0,main,go,34,3537
1-13,0,main,go,35,3538
1-13,0,main,go,36,3539
1-13,0,main,go,37,3540
1-13,0,main,go,38,3541
1-13,0,main,go,39,3542
1-13,0,main,go,40,3543
1-13,0,main,go,41,3544
1-13,0,main,go,42,3545
1-13,0,main,go,43,3546
1-13,0,main,go,44,1720
1-13,0,main,go,45,5396
1-13,0,main,go,46,1707
1-13,0,main,go,47,5379
1-13,0,main,go,48,1708
1-13,0,main,go,49,1709
1-13,0,main,go,50,1350
1-13,0,main,go,51,1710
1-13,0,main,go,52,1351
1-13,0,main,go,53,1352
1-13,0,main,go,54,1353
1-13,0,main,go,55,1336
1-13,0,main,go,56,1354
1-13,0,main,go,57,1355
1-13,0,main,go,58,4014
1-13,0,main,go,59,4015
1-13,0,main,go,60,4016
1-13,0,main,go,61,4017
1-13,0,main,go,62,1614
1-13,1,main,back,0,4083
1-13,1,main,back,1,3183
1-13,1,main,back,2,4084
1-13,1,main,back,3,4085
1-13,1,main,back,4,4086
1-13,1,main,back,5,4087
1-13,1,main,back,6,4088
1-13,1,main,back,7,4089
1-13,1,main,back,8,1334
1-13,1,main,back,9,1335
1-13,1,main,back,10,1336
1-13,1,main,back,11,1337
1-13,1,main,back,12,1338
1-13,1,main,back,13,1339
1-13,1,main,back,14,1711
1-13,1,main,back,15,1712
1-13,1,main,back,16,1714
1-13,1,main,back,17,1715
1-13,1,main,back,18,1716
1-13,1,main,back,19,1717
1-13,1,main,back,20,1718
1-13,1,main,back,21,5365
1-13,1,main,back,22,1719
1-13,1,main,back,23,3576
1-13,1,main,back,24,5401
1-13,1,main,back,25,3577
1-13,1,main,back,26,382
1-13,1,main,back,27,2223
1-13,1,main,back,28,2224
1-13,1,main,back,29,2225
1-13,1,main,back,30,2226
1-13,1,main,back,31,2227
1-13,1,main,back,32,2228
1-13,1,main,back,33,2229
1-13,1,main,back,34,2230
1-13,1,main,back,35,2231
1-13,1,main,back,36,2232
1-13,1,main,back,37,2387
1-13,1,main,back,38,2388
1-13,1,main,back,39,2389
1-13,1,main,back,40,2390
1-13,1,main,back,41,2391
1-13,1,main,back,42,2392
1-13,1,main,back,43,2393
1-13,1,main,back,44,2394
1-13,1,main,back,45,3826
1-13,1,main,back,46,3827
1-13,1,main,back,47,3828
1-13,1,main,back,48,3907
1-13,1,main,back,49,2395
1-13,1,main,back,50,3908
1-13,1,main,back,51,3909
1-13,1,main,back,52,3910
1-13,1,main,back,53,3111
1-13,1,main,back,54,3911
1-13,1,main,back,55,3912
1-13,1,main,back,56,3913
1-13,1,main,back,57,5330
1-13,1,main,back,58,4764
1-13,1,main,back,59,3880
1-13,1,main,back,60,1634
1-13,1,main,back,61,5603
1-13,1,main,back,62,1635
1-13,1,main,back,63,1636
1-13,1,main,back,64,1637
1-13,1,main,back,65,1638
1-13,1,main,back,66,1639
1-13,1,main,back,67,5319
1-13,1,main,back,68,1640
1-18,0,main,go,0,5589
1-18,0,main,go,1,1333
1-18,0,main,go,2,835
1-18,0,main,go,3,5476
1-18,0,main,go,4,849
1-18,0,main,go,5,836
1-18,0,main,go,6,837
1-18,0,main,go,7,879
1-18,0,main,go,8,838
1-18,0,main,go,9,839
1-18,0,main,go,10,880
1-18,0,main,go,11,5495
1-18,0,main,go,12,881
1-18,0,main,go,13,882
1-18,0,main,go,14,883
1-18,0,main,go,15,4698
1-18,0,main,go,16,884
1-18,0,main,go,17,885
1-18,0,main,go,18,886
1-18,0,main,go,19,887
1-18,0,main,go,20,888
1-18,0,main,go,21,4957
1-18,0,main,go,22,5555
1-18,0,main,go,23,889
1-18,0,main,go,24,4185
1-18,0,main,go,25,890
1-18,0,main,go,26,891
1-18,0,main,go,27,4174
1-18,0,main,go,28,893
1-18,0,main,go,29,5547
1-18,0,main,go,30,895
1-18,0,main,go,31,4175
1-18,0,main,go,32,4176
1-18,0,main,go,33,896
1-18,0,main,go,34,897
1-18,0,main,go,35,3024
1-18,0,main,go,36,3025
1-18,0,main,go,37,3026
1-18,0,main,go,38,4177
1-18,0,main,go,39,3028
1-18,0,main,go,40,4178
1-18,0,main,go,41,3031
1-18,0,main,go,42,366
1-18,0,main,go,43,4225
1-18,0,main,go,44,3893
1-18,0,main,go,45,4186
1-18,0,main,go,46,4187
1-18,0,main,go,47,3894
1-18,0,main,go,48,3895
1-18,0,main,go,49,4227
1-18,0,main,go,50,3896
1-18,0,main,go,51,4192
1-18,0,main,go,52,3419
1-18,0,main,go,53,327
1-18,0,main,go,54,2451
1-18,0,main,go,55,2446
1-18,0,main,go,56,2452
1-18,0,main,go,57,2724
1-18,0,main,go,58,2726
1-18,0,main,go,59,4837
1-18,0,main,go,60,2728
1-18,0,main,go,61,1584
1-18,0,main,go,62,3257
1-18,0,main,go,63,3258
1-18,0,main,go,64,3259
1-18,0,main,go,65,3260
1-18,0,main,go,66,3175
1-18,0,main,go,67,3589
1-18,0,main,go,68,3614
1-18,0,main,go,69,375
1-18,1,main,back,0,3175
1-18,1,main,back,1,4329
1-18,1,main,back,2,4330
1-18,1,main,back,3,4308
1-18,1,main,back,4,3262
1-18,1,main,back,5,3263
1-18,1,main,back,6,3287
1-18,1,main,back,7,4045
1-18,1,main,back,8,4046
1-18,1,main,back,9,2730
1-18,1,main,back,10,2731
1-18,1,main,back,11,2732
1-18,1,main,back,12,2734
1-18,1,main,back,13,2445
1-18,1,main,back,14,2446
1-18,1,main,back,15,327
1-18,1,main,back,16,2450
1-18,1,main,back,17,2448
1-18,1,main,back,18,3443
1-18,1,main,back,19,3898
1-18,1,main,back,20,3900
1-18,1,main,back,21,3901
1-18,1,main,back,22,781
1-18,1,main,back,23,3380
1-18,1,main,back,24,4206
1-18,1,main,back,25,3903
1-18,1,main,back,26,4230
1-18,1,main,back,27,3904
1-18,1,main,back,28,4229
1-18,1,main,back,29,4180
1-18,1,main,back,30,3039
1-18,1,main,back,31,3040
1-18,1,main,back,32,3041
1-18,1,main,back,33,3043
1-18,1,main,back,34,3023
1-18,1,main,back,35,4769
1-18,1,main,back,36,4182
1-18,1,main,back,37,898
1-18,1,main,back,38,899
1-18,1,main,back,39,5546
1-18,1,main,back,40,900
1-18,1,main,back,41,5545
1-18,1,main,back,42,901
1-18,1,main,back,43,902
1-18,1,main,back,44,903
1-18,1,main,back,45,904
1-18,1,main,back,46,4183
1-18,1,main,back,47,905
1-18,1,main,back,48,5554
1-18,1,main,back,49,906
1-18,1,main,back,50,907
1-18,1,main,back,51,908
1-18,1,main,back,52,1263
1-18,1,main,back,53,409
1-18,1,main,back,54,910
1-18,1,main,back,55,911
1-18,1,main,back,56,5494
1-18,1,main,back,57,4184
1-18,1,main,back,58,843
1-18,1,main,back,59,844
1-18,1,main,back,60,846
1-18,1,main,back,61,847
1-18,1,main,back,62,836
1-18,1,main,back,63,878
1-18,1,main,back,64,5477
1-18,1,main,back,65,876
1-18,1,main,back,66,848
1-18,1,main,back,67,4765
1-18,1,main,back,68,5479
1-18,1,main,back,69,1299
1-18,1,main,back,70,5588
1-18E,0,main,go,0,5589
1-18E,0,main,go,1,1333
1-18E,0,main,go,2,835
1-18E,0,main,go,3,5476
1-18E,0,main,go,4,849
1-18E,0,main,go,5,836
1-18E,0,main,go,6,837
1-18E,0,main,go,7,879
1-18E,0,main,go,8,838
1-18E,0,main,go,9,839
1-18E,0,main,go,10,880
1-18E,0,main,go,11,5495
1-18E,0,main,go,12,881
1-18E,0,main,go,13,882
1-18E,0,main,go,14,883
1-18E,0,main,go,15,4698
1-18E,0,main,go,16,884
1-18E,0,main,go,17,885
1-18E,0,main,go,18,886
1-18E,0,main,go,19,887
1-18E,0,main,go,20,888
1-18E,0,main,go,21,4957
1-18E,0,main,go,22,5555
1-18E,0,main,go,23,889
1-18E,0,main,go,24,4185
1-18E,0,main,go,25,890
1-18E,0,main,go,26,891
1-18E,0,main,go,27,4174
1-18E,0,main,go,28,893
1-18E,0,main,go,29,5547
1-18E,0,main,go,30,895
1-18E,0,main,go,31,4175
1-18E,0,main,go,32,4176
1-18E,0,main,go,33,896
1-18E,0,main,go,34,897
1-18E,0,main,go,35,3024
1-18E,0,main,go,36,3025
1-18E,0,main,go,37,3026
1-18E,0,main,go,38,4177
1-18E,0,main,go,39,3028
1-18E,0,main,go,40,4178
1-18E,0,main,go,41,3031
1-18E,0,main,go,42,366
1-18E,0,main,go,43,4225
1-18E,0,main,go,44,3893
1-18E,0,main,go,45,4186
1-18E,0,main,go,46,4187
1-18E,0,main,go,47,3894
1-18E,0,main,go,48,3895
1-18E,0,main,go,49,4227
1-18E,0,main,go,50,3896
1-18E,0,main,go,51,4192
1-18E,0,main,go,52,3419
1-18E,0,main,go,53,327
1-18E,0,main,go,54,2451
1-18E,0,main,go,55,2446
1-18E,0,main,go,56,2452
1-18E,0,main,go,57,2724
1-18E,0,main,go,58,2726
1-18E,0,main,go,59,4837
1-18E,0,main,go,60,2728
1-18E,0,main,go,61,1584
1-18E,0,main,go,62,3257
1-18E,0,main,go,63,3258
1-18E,0,main,go,64,3259
1-18E,0,main,go,65,3260
1-18E,0,main,go,66,3175
1-18E,0,main,go,67,3589
1-18E,0,main,go,68,3614
1-18E,0,main,go,69,375
1-18E,1,main,back,0,3175
1-18E,1,main,back,1,4329
1-18E,1,main,back,2,4330
1-18E,1,main,back,3,4308
1-18E,1,main,back,4,3262
1-18E,1,main,back,5,3263
1-18E,1,main,back,6,3287
1-18E,1,main,back,7,4045
1-18E,1,main,back,8,4046
1-18E,1,main,back,9,2730
1-18E,1,main,back,10,2731
1-18E,1,main,back,11,2732
1-18E,1,main,back,12,2734
1-18E,1,main,back,13,2445
1-18E,1,main,back,14,2446
1-18E,1,main,back,15,327
1-18E,1,main,back,16,2450
1-18E,1,main,back,17,2448
1-18E,1,main,back,18,3443
1-18E,1,main,back,19,3898
1-18E,1,main,back,20,3900
1-18E,1,main,back,21,3901
1-18E,1,main,back,22,781
1-18E,1,main,back,23,3380
1-18E,1,main,back,24,4206
1-18E,1,main,back,25,3903
1-18E,1,main,back,26,4230
1-18E,1,main,back,27,3904
1-18E,1,main,back,28,4229
1-18E,1,main,back,29,4180
1-18E,1,main,back,30,3039
1-18E,1,main,back,31,3040
1-18E,1,main,back,32,3041
1-18E,1,main,back,33,3043
1-18E,1,main,back,34,3023
1-18E,1,main,back,35,4769
1-18E,1,main,back,36,4182
1-18E,1,main,back,37,898
1-18E,1,main,back,38,899
1-18E,1,main,back,39,5546
1-18E,1,main,back,40,900
1-18E,1,main,back,41,5545
1-18E,1,main,back,42,901
1-18E,1,main,back,43,902
1-18E,1,main,back,44,903
1-18E,1,main,back,45,904
1-18E,1,main,back,46,4183
1-18E,1,main,back,47,905
1-18E,1,main,back,48,5554
1-18E,1,main,back,49,906
1-18E,1,main,back,50,907
1-18E,1,main,back,51,908
1-18E,1,main,back,52,1263
1-18E,1,main,back,53,409
1-18E,1,main,back,54,910
1-18E,1,main,back,55,911
1-18E,1,main,back,56,5494
1-18E,1,main,back,57,4184
1-18E,1,main,back,58,843
1-18E,1,main,back,59,844
1-18E,1,main,back,60,846
1-18E,1,main,back,61,847
1-18E,1,main,back,62,836
1-18E,1,main,back,63,878
1-18E,1,main,back,64,5477
1-18E,1,main,back,65,876
1-18E,1,main,back,66,848
1-18E,1,main,back,67,4765
1-18E,1,main,back,68,5479
1-18E,1,main,back,69,1299
1-18E,1,main,back,70,5588
1-24E,0,main,go,0,919
1-24E,0,main,go,1,920
1-24E,0,main,go,2,921
1-24E,0,main,go,3,514
1-24E,0,main,go,4,922
1-24E,0,main,go,5,5402
1-24E,0,main,go,6,1860
1-24E,0,main,go,7,923
1-24E,0,main,go,8,924
1-24E,0,main,go,9,925
1-24E,0,main,go,10,926
1-24E,0,main,go,11,927
1-24E,0,main,go,12,928
1-24E,0,main,go,13,929
1-24E,0,main,go,14,930
1-24E,0,main,go,15,870
1-24E,0,main,go,16,515
1-24E,0,main,go,17,871
1-24E,0,main,go,18,872
1-24E,0,main,go,19,873
1-24E,0,main,go,20,408
1-24E,0,main,go,21,874
1-24E,0,main,go,22,875
1-24E,0,main,go,23,836
1-24E,0,main,go,24,837
1-24E,0,main,go,25,879
1-24E,0,main,go,26,838
1-24E,0,main,go,27,839
1-24E,0,main,go,28,880
1-24E,0,main,go,29,5495
1-24E,0,main,go,30,881
1-24E,0,main,go,31,882
1-24E,0,main,go,32,883
1-24E,0,main,go,33,4698
1-24E,0,main,go,34,884
1-24E,0,main,go,35,886
1-24E,0,main,go,36,887
1-24E,0,main,go,37,888
1-24E,0,main,go,38,4957
1-24E,0,main,go,39,5555
1-24E,0,main,go,40,889
1-24E,0,main,go,41,4185
1-24E,0,main,go,42,890
1-24E,0,main,go,43,891
1-24E,0,main,go,44,4174
1-24E,0,main,go,45,892
1-24E,0,main,go,46,5548
1-24E,0,main,go,47,893
1-24E,0,main,go,48,5547
1-24E,0,main,go,49,895
1-24E,0,main,go,50,4175
1-24E,0,main,go,51,4176
1-24E,0,main,go,52,896
1-24E,0,main,go,53,897
1-24E,0,main,go,54,3024
1-24E,0,main,go,55,3025
1-24E,0,main,go,56,3026
1-24E,0,main,go,57,4177
1-24E,0,main,go,58,3028
1-24E,0,main,go,59,4178
1-24E,0,main,go,60,3031
1-24E,0,main,go,61,366
1-24E,0,main,go,62,4225
1-24E,0,main,go,63,3893
1-24E,0,main,go,64,4186
1-24E,0,main,go,65,4187
1-24E,0,main,go,66,3894
1-24E,0,main,go,67,3895
1-24E,0,main,go,68,4227
1-24E,0,main,go,69,3896
1-24E,0,main,go,70,4192
1-24E,0,main,go,71,3419
1-24E,0,main,go,72,3420
1-24E,0,main,go,73,4156
1-24E,0,main,go,74,4157
1-24E,0,main,go,75,367
1-24E,0,main,go,76,3927
1-24E,0,main,go,77,1788
1-24E,0,main,go,78,1789
1-24E,0,main,go,79,3035
1-24E,1,main,back,0,783
1-24E,1,main,back,1,4950
1-24E,1,main,back,2,4826
1-24E,1,main,back,3,4179
1-24E,1,main,back,4,2713
1-24E,1,main,back,5,4154
1-24E,1,main,back,6,4155
1-24E,1,main,back,7,3442
1-24E,1,main,back,8,3443
1-24E,1,main,back,9,3898
1-24E,1,main,back,10,3900
1-24E,1,main,back,11,3901
1-24E,1,main,back,12,781
1-24E,1,main,back,13,3380
1-24E,1,main,back,14,4206
1-24E,1,main,back,15,3903
1-24E,1,main,back,16,4230
1-24E,1,main,back,17,3904
1-24E,1,main,back,18,4229
1-24E,1,main,back,19,4180
1-24E,1,main,back,20,3039
1-24E,1,main,back,21,3040
1-24E,1,main,back,22,3041
1-24E,1,main,back,23,3043
1-24E,1,main,back,24,3023
1-24E,1,main,back,25,4769
1-24E,1,main,back,26,4182
1-24E,1,main,back,27,898
1-24E,1,main,back,28,899
1-24E,1,main,back,29,5546
1-24E,1,main,back,30,900
1-24E,1,main,back,31,5545
1-24E,1,main,back,32,901
1-24E,1,main,back,33,902
1-24E,1,main,back,34,903
1-24E,1,main,back,35,904
1-24E,1,main,back,36,4183
1-24E,1,main,back,37,905
1-24E,1,main,back,38,5554
1-24E,1,main,back,39,906
1-24E,1,main,back,40,907
1-24E,1,main,back,41,908
1-24E,1,main,back,42,1263
1-24E,1,main,back,43,409
1-24E,1,main,back,44,910
1-24E,1,main,back,45,911
1-24E,1,main,back,46,5494
1-24E,1,main,back,47,4184
1-24E,1,main,back,48,843
1-24E,1,main,back,49,844
1-24E,1,main,back,50,846
1-24E,1,main,back,51,847
1-24E,1,main,back,52,836
1-24E,1,main,back,53,878
1-24E,1,main,back,54,5477
1-24E,1,main,back,55,876
1-24E,1,main,back,56,912
1-24E,1,main,back,57,913
1-24E,1,main,back,58,914
1-24E,1,main,back,59,915
1-24E,1,main,back,60,916
1-24E,1,main,back,61,917
1-24E,1,main,back,62,918
1-24E,1,main,back,63,931
1-24E,1,main,back,64,932
1-24E,1,main,back,65,933
1-24E,1,main,back,66,934
1-24E,1,main,back,67,935
1-24E,1,main,back,68,1859
1-24E,1,main,back,69,936
1-24E,1,main,back,70,937
1-24E,1,main,back,71,513
1-24E,1,main,back,72,939
1-24E,1,main,back,73,940
1-44,0,main,go,0,388
1-44,0,main,go,1,4614
1-44,0,main,go,2,4615
1-44,0,main,go,3,3044
1-44,0,main,go,4,3045
1-44,0,main,go,5,2816
1-44,0,main,go,6,3046
1-44,0,main,go,7,2817
1-44,0,main,go,8,2818
1-44,0,main,go,9,3047
1-44,0,main,go,10,3049
1-44,0,main,go,11,3050
1-44,0,main,go,12,3051
1-44,0,main,go,13,3052
1-44,0,main,go,14,3053
1-44,0,main,go,15,3054
1-44,0,main,go,16,3055
1-44,0,main,go,17,3056
1-44,0,main,go,18,2819
1-44,0,main,go,19,2820
1-44,0,main,go,20,3058
1-44,0,main,go,21,3059
1-44,0,main,go,22,3060
1-44,0,main,go,23,3061
1-44,0,main,go,24,3062
1-44,0,main,go,25,3063
1-44,0,main,go,26,3064
1-44,0,main,go,27,3065
1-44,0,main,go,28,3066
1-44,0,main,go,29,4002
1-44,0,main,go,30,4003
1-44,0,main,go,31,4004
1-44,0,main,go,32,4005
1-44,0,main,go,33,4006
1-44,0,main,go,34,4007
1-44,0,main,go,35,4008
1-44,0,main,go,36,4009
1-44,0,main,go,37,4010
1-44,0,main,go,38,4011
1-44,0,main,go,39,4012
1-44,0,main,go,40,5426
1-44,0,main,go,41,4014
1-44,0,main,go,42,4015
1-44,0,main,go,43,4016
1-44,0,main,go,44,4017
1-44,0,main,go,45,4018
1-44,0,main,go,46,4019
1-44,0,main,go,47,4135
1-44,0,main,go,48,4136
1-44,0,main,go,49,4137
1-44,0,main,go,50,4138
1-44,0,main,go,51,4571
1-44,0,main,go,52,370
1-44,0,main,go,53,2888
1-44,0,main,go,54,2889
1-44,0,main,go,55,2890
1-44,0,main,go,56,2892
1-44,0,main,go,57,2893
1-44,0,main,go,58,2894
1-44,0,main,go,59,2895
1-44,0,main,go,60,2896
1-44,0,main,go,61,2445
1-44,0,main,go,62,2899
1-44,0,main,go,63,2900
1-44,0,main,go,64,3068
1-44,0,main,go,65,3069
1-44,0,main,go,66,4817
1-44,0,main,go,67,3070
1-44,0,main,go,68,4049
1-44,0,main,go,69,368
1-44,0,main,go,70,4050
1-44,1,main,back,0,4596
1-44,1,main,back,1,4051
1-44,1,main,back,2,4052
1-44,1,main,back,3,4814
1-44,1,main,back,4,4053
1-44,1,main,back,5,4054
1-44,1,main,back,6,4055
1-44,1,main,back,7,3071
1-44,1,main,back,8,4786
1-44,1,main,back,9,3072
1-44,1,main,back,10,3073
1-44,1,main,back,11,2902
1-44,1,main,back,12,2903
1-44,1,main,back,13,651
1-44,1,main,back,14,4272
1-44,1,main,back,15,2905
1-44,1,main,back,16,2906
1-44,1,main,back,17,2907
1-44,1,main,back,18,2908
1-44,1,main,back,19,2909
1-44,1,main,back,20,2910
1-44,1,main,back,21,2911
1-44,1,main,back,22,2912
1-44,1,main,back,23,2913
1-44,1,main,back,24,2914
1-44,1,main,back,25,2915
1-44,1,main,back,26,4562
1-44,1,main,back,27,2916
1-44,1,main,back,28,5420
1-44,1,main,back,29,2917
1-44,1,main,back,30,4250
1-44,1,main,back,31,2918
1-44,1,main,back,32,2919
1-44,1,main,back,33,2920
1-44,1,main,back,34,4083
1-44,1,main,back,35,3183
1-44,1,main,back,36,4084
1-44,1,main,back,37,4085
1-44,1,main,back,38,4086
1-44,1,main,back,39,4087
1-44,1,main,back,40,4088
1-44,1,main,back,41,4089
1-44,1,main,back,42,4090
1-44,1,main,back,43,369
1-44,1,main,back,44,5426
1-44,1,main,back,45,4091
1-44,1,main,back,46,4092
