stopid,name_t,name_e,lat,lon
1370,ตรงข้ามซอยรัตนะ,Soi Rattana (Opposite),14.056193757,100.61729506
1371,โรงพยาบาลภัทร-ธนบุรี,Pat-Nonthaburi Hospital,14.0488647523276,100.617059499122
1372,ตรงข้ามกอล์ฟแมนชั่น,Golf Mansion (Opposite),14.0447698447305,100.616895436947
1373,ตรงข้ามมหาวิทยาลัยกรุงเทพ,Bangkok University Main Campus(Opposite),14.0397335932085,100.616667768455
1374,โรงงานไก่เซ็นทาโกจำกัด,Centaco Chicken Factory Limited,14.036966818,100.61654569
1375,สุเหร่าแก้วนิมิตร,Kaeo Nimit Mosque,14.030572886,100.61620601
1376,ตรงข้ามบุญถาวรรังสิต,Bunthawon Rangsit (Opposite),14.025768502,100.61604642
1377,ซอยหงส์สกุล,Soi Hong Sakul,14.0286336409279,100.615593841298
1378,ตรงข้ามสุเหร่าแก้วนิมิตร,Kaeo Nimit Mosque (Opposite),14.030411826,100.61569179
1379,มหาวิทยาลัยกรุงเทพ,Bangkok University Main Campus,14.0400040271737,100.616027558702
1380,กอล์ฟแมนชั่น,Golf Mansion,14.044882509,100.61625064
1381,ซอยคุณพระ,Soi Khun Phra,14.0490061270853,100.616440155859
1382,ซอยรัตนะ,Soi Rattana,14.056274883,100.61662331
1383,บางขัน,Bangkhun,14.0653187017124,100.616999419543
1384,โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,Thammasat University Hospital,14.074843305705,100.617445452386
1385,ตรงข้ามหมู่บ้านสุนทร 7,Sunthon 7 Village (Opposite),13.6706131511298,100.419064713475
1386,วัดนาคปรก ซอยเทอดไท 45,Wat Nakprok  Soi Thoet Thai 45,13.718622465,100.46771201
1387,ซอยเทอดไท 30 วัดขุนจันทร์,Soi Thoet Thai 30  Wat Khun Chan,13.718879924,100.47132441
1388,ซอยสมเด็จเจ้าพระยา 12,Soi Somdet Chao Phraya 12,13.73274149,100.50079131
1389,ซอยสมเด็จเจ้าพระยา 6,Soi Somdet Chao Phraya 6,13.7332796575297,100.499251326069
1390,ตรงข้ามซอยสมเด็จเจ้าพระยา 12,Soi Somdet Chao Phraya 12 (Opposite),13.7327386891765,100.501227368035
1391,ซอยเทอดไท 37 ตรงข้ามวัดขุนจันทร์,Soi Thoet Thai 37,13.7185951072457,100.471305814351
1392,ตั้งตรงจิตรพณิชยการ,Tangtrongchit College,13.744404351,100.49275854
1393,ตรงข้ามตั้งตรงจิตรพณิชยการ,Tangtrongchit College (Opposite),13.744404034,100.49250495
1394,วัดโพธิ์,Wat Pho,13.7455258299656,100.491801127824
1395,ถนนเฉลิมเขต,Chalerm Ket Road,13.74819021,100.51346645
1396,พาหุรัด(ไชน่าเวิลด์),Phahurat (China World),13.7446380182485,100.501047073473
1397,ปากคลองตลาดสนามยิงปืน,Pak Khlong Talat  Shooting Range,13.746107669521,100.49613121021
1398,แม้นศรี,Mansri,13.7515491109126,100.50997692843
1399,แยกบางขุนพรม(มูลนิธิพัฒนาคนพิการไทย),Bang Khun Phrom Intersection (Thai Disabled Deveopment Foundation),13.766642861,100.50166183
1400,โรงแรมตรัง,Trang Hotel,13.76464454,100.50324007
1401,หลังวัดโสมนัสราชวรวิหาร,Wat Somanus Rajavaraviharn,13.7595718212531,100.508708895265
1402,การรถไฟแห่งประเทศไทย,State Railway of Thailand,13.7448159542246,100.516474024141
1404,ตรงข้ามการรถไฟแห่งประเทศไทย,State Railway of Thailand (Opposite),13.744677717,100.51632338
1405,ตรงข้ามวัดโสมนัสวรวิหาร,Wat Somenus Rajavaraviharn (Opposite),13.7592429119115,100.508831866316
1406,โรงแรมศราวิสุทธ,Sarawisut Hotel,13.765030813,100.50273074
1407,แยกบางขุนพรหม,Bang Khun Phrom Intersection,13.7675101953603,100.501770965229
1408,ไอ.คิว.เซ็นเตอร์เชิงสะพานพระราม 7,I.Q. Center,13.8178392313653,100.515858413473
1409,ข้างตลาดเตาปูน แยกเตาปูน,Taopoon Market (Besidn)  Taopoon Intersection,13.80617866,100.531937326947
1410,เตาปูนแมนชั่น,Taopoon Mansion,13.8018209207484,100.534555944561
1411,สะพานแดง,Red Bridge,13.794609143,100.53069169
1412,หมู่บ้านสรรพวุธนิเวศน์,Suppawut Nivej Village,13.792389715325,100.529464415859
1413,แยกถนนระนอง 1,Ranong 1 Road Intersection,13.7894450558473,100.527860381508
1414,แยกถนนระนอง 2-พระราม 5,Ranong 1 Road Intersection-Rama 5,13.787307572,100.52661638
1415,มณฑลทหารบก 11(ถนนพระราม 5 ขาเข้า),Army District 11,13.7841092416736,100.524909352596
1416,เศรษฐสุนทร,Sattha Sunthon,13.781739158,100.52358502
1417,แยกราชวัตร(ถนนพระราม 5 ขาเข้า),Ratchawat Intersection,13.7803283799344,100.52284403628
1418,ตรงข้ามซอยวัดอัมพวัน,Wat Soi Amphawan (Opposite),13.778472739,100.52185245
1419,โรงเรียนวชิราวุธิวิทยาลัย(พระราม 5),Vajiravudh College (Rama 5),13.775958355,100.52037034
1420,ซอยสุจริต 1,Soi Sujarit 1,13.7746563011127,100.519767775439
1421,ตรงข้ามเขาดิน(ด้านถนนพระราม 6),Dusit Zoo (Opposite),13.770631013689,100.517558300631
1422,โรงเรียนจิตรลดา,Chitralada School,13.767703116,100.51593599
1423,ซอยนครสวรรค์ 2,Soi Nakhon Sawan 2,13.759097157,100.51112018
1424,ปากคลองตลาด(คลองหลอด),Pak Khlong Market (Khlong Luang),13.743923252,100.49625625
1425,สนามเสือป่า(พระราม 5),Suea Pa Court (Rama 5),13.765746134,100.51478456
1426,ซอยวัดอัมพวัน,Soi Amphawan,13.7787278238432,100.521825976527
1427,ตรงข้ามซอยสงวนสุข,Soi Sa-nguan Suk (Opoosite),13.7803545492701,100.522699242386
1428,ตรงข้ามปั๊มปตท.ศูนย์บริการพรลดาสาขา1 วัดน้อยนพคุณ,PTT Station (Opposite)  Pornlada Service Center 1  Noi Noppakhun Temple,13.78266833,100.52399447
1429,สะพานเกษะโกมล,Kesa Komon Bridge,13.785090007,100.52532905
1430,ตรงข้ามซอยสินทรัพย์,Soi Sinsap (Opposite),13.7862694984259,100.525964222386
1431,ตรงข้ามแยกถนนระนอง 2-พระราม 5,Ranong 2 - Praram 5 Intersection (Opposite),13.7876324489375,100.526696339122
1432,หมู่บ้านสรรพวุธนิเวศน์,Sap Wut Niwet Village,13.7924551754866,100.52928349
1433,กรมสรรพวุธ สะพานแดง,Ordnance Department,13.7950951806179,100.530724843263
1434,ตรงข้ามโรงเรียนช่างอากาศอำรุง กรมสรรพาวุธ,Chang Akat Aumrung School (Opposite),13.7964938059443,100.531482593053
1435,วัดธรรมาภิรตาราม ตรงข้ามวัดสะพานสูง,Wat Thamma Phi Rata Ram   Saphan Sung Temple (opposite),13.7992422446055,100.532973438702
1436,ตรงข้ามเตาปูนแมนชั่น,Tao Poon Mansion (Opposite),13.8019990127153,100.53449324979
1437,ตรงข้ามหลังตลาดเตาปูน เฉลิมพันธ์เก่า,Tao Poon Market Behind (Opposite),13.805823249357,100.532452744561
1438,แยกถนนระนอง 1-พระราม 5,Ranong 1 - Rama 5 Intersection,13.7889304950395,100.527374908702
1439,ตรงข้ามวัดนครอินทร์,Wat Nakhon In (Opposite),13.835001575,100.50209505
1440,แฟลตอินโดไทย,Flat Indo Thailand,13.808075288,100.71497374
1441,ตรงข้ามสวนจิตรลดา,Chitralada Villa Royal (Opposite),13.763766001,100.52090694
1442,วัดเบญจมบพิตรดุสิตวนารามราชวรวิหาร,Wat Benchamabophit,13.7677108932467,100.512499693263
1443,ลานพระรูปทรงม้า(ถนนศรีอยุธยาขาออก),Equestrian statue of King Chulalongkorn (outbound),13.767916042,100.51203008
1444,กองทัพภาคที่ 1,Army Region 1,13.7672296643703,100.511162192386
1445,ตรงข้ามกองทัพภาคที่ 1,Army Region 1 (Opposite),13.766969183,100.51084412
1446,ลานพระรูปทรงม้า(ถนนราชดำเนินนอกขาเข้า),Equestrian statue of King Chulalongkorn,13.768073307,100.51134081
1447,ลานพระรูปทรงม้า,Equestrian statue of King Chulalongkorn,13.7677600901101,100.512876368035
1448,สวนจิตรลดา,Chitralada Villa Royal,13.763959831,100.52109572
1449,แยกนาหลวง หน้าธนาคารกรุงเทพ(ประชาอุทิศ),Na Luang Intersection  Bangkok Bank (Prachauthit),13.647243206,100.49581925
1450,โรงเรียนนาหลวง,Na Luang School,13.6477964328601,100.49465870958
1451,สวนธนบุรีรมย์,Thonburirom Park,13.649895088824,100.491475593931
1452,แยกนาหลวง,Na Luang Intersection,13.6474352745402,100.494888160778
1453,สี่เสาเทเวศร์,Si Sao Thewes,13.7708390459574,100.505384537194
1454,ตลาดไท,Thai Market,14.081961382,100.61851805
1455,อู่ปู่เจ้าสมิงพราย,Bus Depot Puchao Saming Prai,13.645698248,100.54249934
1456,สำนักงานที่ดินมีนบุรี ศาลจังหวัดมีนบุรี,Land Office Minburi,13.8142846930001,100.733032035859
1457,ซอยลาดกระบัง 32,Ladkrabang Soi 32,13.7223916168813,100.743574779933
1458,แยกกิ่งแก้ว(มาร์เก็ตแลนด์),Kingkaew Intersection (Market Land),13.7223002346402,100.737850739866
1459,ดิยูโรเปี้ยนทาวน์,The European Town,13.7222260648166,100.73346008
1460,ตรงข้ามวัดลานบุญ,Wat Lan Boon (Opposite),13.7219865852133,100.719097889933
1461,หมู่บ้านไทยสมุทร,Thai Samut Village,13.7220110476511,100.717210120067
1462,ซอยลาดกระบัง 14,Ladkrabang Soi 14,13.721974701501,100.71426578
1463,โรงพยาบาลสิรินธร,Sirindhorn Hospital,13.7217174563839,100.706509625061
1464,แยกอ่อนนุช-สุขาภิบาล 2,Onnut - Sukhapiban 2 Intersection,13.7216145568836,100.704581582988
1465,บริษัทพัฒนาการถาวร(ขาออก),Pattanakarn Thawon Company,13.7231855464579,100.65856277508
1466,ตรงข้ามหมู่บ้านผาสุกนิเวศน์,Phasuk Niwet Village (Opposite),13.7275658418707,100.656616427301
1467,ตลาดพัฒนาการซอย 70,Pattanakan Market Soi 70,13.729250593,100.65537446
1468,เขตสวนหลวง,Suan Luang,13.7314529550294,100.650834437938
1469,ตรงข้ามโรงพยาบาลวิภาราม,Vibharam Hospital (Opposite),13.7338185241254,100.645846863861
1470,อาร์เอสแมนชั่น,R.S. Mansion,13.75002,100.59571
1471,โรงพยาบาลวิภาราม,Vibharam Hospital,13.733958734,100.64608178
1472,ตรงข้ามตลาดพัฒนาการ,Pattanakan Market (Opposite),13.7305693367876,100.65324799418
1473,พัฒนาการซอย 70,Pattanakan Soi 70,13.72954157,100.65554329
1474,หมู่บ้านผาสุกนิเวศน์,Phasuk Niwet Village,13.7274370495625,100.656989888782
1475,บริษัทพัฒนาการถาวร(ขาเข้า),Pattanakarn Thawon Company,13.722950741,100.65833472
1476,ลานกีฬาสุขภาพ,Health Sport,13.721592205,100.69961257
1477,ตรงข้ามแยกแม็คอ่อนนุช-สุขาภิบาล 2,Onnut - Sukhapiban 2 Intersection (Opposite),13.7218114189215,100.703645079041
1478,ตรงข้ามโรงพยาบาลสิรินธร,Sirindhorn Hospital (Opposite),13.722028384,100.70725904
1479,ศุภาลัยสุวรรณภูมิ,Supalai Suvarnabhumi,13.7222338368764,100.713407789465
1480,โรงเรียนพร้อม,Prom school,13.7222717937592,100.716647899398
1481,วัดลานบุญ(วัด1),Wat Lanboon (Temple 1),13.7222421344908,100.71938824913
1482,ซอยศรีสวัสศิริ 2,Srisawatsiri Soi 2,13.7225132592116,100.734024735584
1483,แยกกิ่งแก้ว วัดสังฆราชา,Kingkaew Intersection (Sangkaracha Temple),13.7225790675772,100.738705869532
1484,แยกกิ่งแก้วปั้มเอสโซ่,Kingkaew Intersection  Esso Station,13.7226145103562,100.741348410669
1485,สจล.(คณะเทคโนโลยีสารสนเทศ),KMITL (Faculty of Information Technology),13.7305760892899,100.780869799633
1486,แยกสวนหลวง(อ่อนนุช 58),Suanluang Intersection (Onnut 58),13.7121363327469,100.64202831537
1487,หมู่บ้านมิตรภาพ,Mittraphap Village,13.7106087845702,100.634445211799
1488,ตรงข้ามวัดต้นไทรย์,Wat Ton Sai (Opposite),13.709700948,100.62599024
1489,ซอยอ่อนนุช 20-22,Onnut Soi 20-22,13.709640717535,100.613280971019
1490,ตรงข้ามวัดมหาบุศย์,Wat Mahabut (Opposite),13.7122766981548,100.606274126916
1491,บิ๊กซีเอ็กซ์ตร้าอ่อนนุช,Big C Extra Onnut,13.7101456620014,100.601900352378
1492,ตรงข้ามบิ๊กซีอ่อนนุช,Big C Onnut (Opposite),13.7104714560339,100.602056938301
1493,วัดใต้,Wat Tai,13.711648454,100.60398643
1494,ตรงข้ามซอยอ่อนนุช 20,Onnut Soi 20 (Opposite),13.709865246,100.61310604
1495,ตรงข้ามซอยอ่อนนุช 30,Onnut Soi 30 (Opposite),13.709049972,100.61790048
1496,วัดทองใน,Wat Thong Nai,13.7095923115459,100.623550832436
1497,วัดต้นไทรย์,Wat Ton Sai,13.7099384114673,100.626677140844
1498,ตรงข้ามซอยอ่อนนุช 42,Onnut Soi 42 (Opposite),13.7101574437583,100.62873970582
1499,ซอยสุขสันต์,Soi Suk San,13.71571343,100.4056845
1500,โรงเรียนพัฒนาช่างเทคนิคยานยนต์,Technologyyanyont,13.724890038,100.40556548
1501,โรงเรียนพัฒนาช่างเทคนิคยานยนต์(เพชรเกษม 88),Technologyyanyont (Phetkasem 88),13.7273205703401,100.405509157614
1502,ศาลาทางหลวงถนนบางไผ่,Bang Phai Road,13.7320124374577,100.405513701088
1503,หมู่บ้านนันทวัน,Nanthawan Village,13.7368234295317,100.405525923263
1504,ครัวสมร บริษัทขนส่ง ถนนบางแวก,Krua Samorn  Transport Company  Bang Waek Road,13.74375858,100.40554039
1505,ตรงข้ามริมคลอง,Rim Khlong (opposite),13.7475705513882,100.405479548492
1506,วุฒิเจริญขนส่ง,Wut Charoen Transport Ltd.  Part.,13.75274145,100.40553533
1507,หน้าโชร์รูมรถ,Car Showroom,13.75448321,100.40547572
1508,ซอยทวีวัฒนา-กาญจนาภิเษก 2,Soi tThawi Watthana - Kanchanaphisek 2,13.7569395763942,100.405723712843
1509,ตรงข้ามธนาคารกรุงศรีอยุธยา(ถนนกาญจนาภิเษกขาออก),Krungsri Bank (opposite),13.76142713,100.40629518
1510,ตรงข้ามสถาบันเนติบัณฑิตยสภา,The Thai Bar (opposite),13.7653459689603,100.406714046316
1511,หมู่บ้านกาญจนาภิเษก 9,Kanchana Phisek 9 Village,13.7706961391962,100.407351405018
1512,พุทธมณฑลสาย 2 ซอย 24,Phutthamonthon Sai 2 Soi 24,13.7753718017098,100.40793212
1513,ตรงข้ามเดอะมอลล์บางแค,The Mall Bangkae (Opposite),13.7107001655093,100.409687739259
1514,นาวีเจริญทรัพย์,Nawi Charoen Sap,13.7046397713654,100.406852414351
1515,ปั๊มคาลเท็กซ์กาญจนาภิเษก,Caltex Station Kanchana Phisek,13.6966627018913,100.407758922226
1516,โชว์รูมรถนำเข้าถนนกาญจนาภิเษก,Show Room Import Car Kanchana Phisek,13.6927054766931,100.407892663384
1517,ตรงข้ามวงแหวนเซ็นเตอร์,Wongwaen Center (Opposite),13.6885205763407,100.407613722561
1518,สนามกอล์ฟนที,Nathee Golf Club,13.677397583,100.406855797683
1519,แม็คโครบางบอน,Makro Bangbon,13.6705437723812,100.406382175122
1520,หมู่บ้านบางบอนวิลล์okshopสาขาบางบอน,Bang Bon Ville Village  Okshop Bang Bon,13.6687865917689,100.406276218842
1521,ปั๊มน้ำมันปตท.กาญจนาภิเษก,PTT Gas Station Kanchana Phisek,13.6648141285403,100.406020701982
1522,ปั๊มแก๊ส LPG,LPG Station,13.660969842,100.40570276
1523,ตรงข้ามหมู่บ้านเพชรวงแหวน,Phet Wongwaen Village (Opposite),13.6519904569865,100.405536698842
1524,หมู่บ้านเพชรวงแหวน,Phet Wongwaen Village,13.6512282798668,100.405088621606
1525,หมู่บ้านบางบอนวิลล์,Bang Bon Ville Village,13.6683054297254,100.405561757195
1526,วงแหวนสหกิจออยล์,Wongwaen Sahakit Oil,13.6721323270727,100.40579279753
1527,เมนี่เพลสคอฟฟี่แอนด์เบเกอรี่,Many Place Coffee&Bekery,13.678647704,100.40625027
1528,ดิเอ็มเพอเรอ นาราสิริ คอเล็คชั่น,The Emperror Narasiri Collection,13.681413222,100.40650314
1529,วงแหวนเซ็นเตอร์,Wongwaen Center,13.6886354150614,100.406915574878
1530,ตรงข้ามปั๊มคาลเท็กซ์กาญจนาภิเษก,Caltax Station Kanchana Phisek (Opposite),13.6962297822879,100.407128901982
1531,ยูโรเอเซียอินเตอร์เทรด,Euro Asia Intertrade,13.7044696842854,100.406165188492
1532,แยกอิสรภาพ 44,Isaraphap 44 Intersection,13.7527119506639,100.478200401965
1533,ตรงข้ามซอยอิสรภาพ 37,Soi Isaraphap 37 (Opposite),13.750232698,100.47864449
1534,ตรงข้ามโรงเรียนวัดชิโนรส,Wat Chinorot School (Opposite),13.7474631602874,100.479700635649
1535,ซอยอิสรภาพ 42/1,Soi Isaraphap 42/1,13.7447510619335,100.480743585612
1536,ตรงข้ามซอยอิสรภาพ 31,Soi Isonphap 31 (Opposite),13.7432096508922,100.481892157824
1537,หน้าโรงเรียนณรงค์สอนขับรถ,Narong Driving School,13.7396431941334,100.484452645859
1538,หน้าร้านสิริภัณฑ์,Siri Phan Shop,13.7371510919988,100.48616703042
1539,สนามฝึกซ้อมสอนขับรถโรงเรียนสะพานมอญ,Driving Training Ground  Mon Bridge School,13.7352372383768,100.489209548912
1540,ซอยอิสรภาพ 22,Itsaraphap Soi 22,13.7329732902771,100.492124098245
1541,แยกบ้านแขก(ขาออก),Ban Khaek Intersection,13.729449497,100.49432534
1542,วงเวียนใหญ่(นิรันดร์รัตน์),Wong Wian Yai (Niranrat),13.727791648,100.49375489
1544,เกตเวย์เอกมัย,Gateway Ekamai,13.718578483,100.58626988
1545,วงเวียนใหญ่(ธนบุรีศึกษา),Wong Wian Yai (Thonburi suksa),13.727910779,100.49348888
1546,ซอยอิสรภาพ 17/1,Soi Isaraphap 17/1,13.7353454664112,100.488850696316
1547,มัสยิดดิลฟัลลาห์,Dilfanlah Mosque,13.7370549973967,100.486067721051
1548,ตรงข้ามซอยอิสรภาพ 23/2,Soi Isonphap 23/2 (Opposite),13.7391578854962,100.484572845278
1549,ซอยอิสรภาพ 31,Soi Isaraphap 31,13.7431698610542,100.481694291508
1550,ซอยอิสรภาพ 33,Soi Isaraphap 33,13.744737203239,100.480550664735
1551,โรงเรียนวัดชิโนรส,Wat Chinorot School,13.747499848,100.47946352
1552,ซอยอิสรภาพ 37,Soi Isaraphap 37,13.7502828084207,100.478467968702
1553,โรงเรียนต้นส้ม,Ton Som School,13.752571133,100.47802522
1555,บุคคโล สมาคมสร้างคุณค่า,Buk Ka Lo,13.7039915245778,100.487194042596
1556,ซอยมาตานุสรณ์,Soi Mata Nu Son,13.698163556,100.49628677
1557,ตรงข้ามโรงเรียนเสริมปัญญา ตรงข้ามโรงเรียนอัสราฟียะฮ์,Sermpanya School (Opposite),13.69877355,100.49875808
1558,เอเชียทีคเดอะรีเวอร์ฟร้อนท์,Asiarique The Riverfont,13.70349138,100.50394706
1559,โรงแรมแม่น้ำรามาดาพลาซา พนาสิริ,Ramada Plaza Bangkok Menam Riverside,13.7058985994427,100.506575450667
1560,องค์การสะพานปลา,Fish Marketing Organization,13.7116065670746,100.511986305439
1561,สำนักงานตำรวจแห่งชาติ,Royal Thai Police Headquarters,13.74480673,100.53829415
1562,สยามสแควร์,Siam Square,13.7454734755665,100.53424590979
1563,อาคารศรีจุลทรัพย์,Srijillasap Building,13.7481106197367,100.519623445896
1564,ตรงข้ามโรงพยาบาลหัวเฉียว,Hua Chiew Hospital (Opposite),13.749922935,100.51688762
1565,ตรงข้ามโรงเรียนเทพศิรินทร์,Debsirin school (Opposite),13.747168147659,100.51644130979
1566,โรงเรียนเทพศิรินทร์,Debsirin school,13.746040089,100.51620227
1567,วัดพลับพลาชัย,Wat Phlapphlachai,13.7460314553358,100.513277791088
1568,ตลาดวรจักร,Worachak Market,13.7494146202957,100.507506256947
1569,ประปาแม้นศรี,Maensri Mwa Office,13.7511273650977,100.508277852386
1570,ภูเขาทอง วัดสระเกศ,Wat Saket,13.7529049006852,100.509045824771
1571,วัดสิตาราม หลานหลวง,Wat Sitharam,13.7555158162495,100.509434202386
1572,การบินไทยหลานหลวง,Thai Airways Larnluang,13.756322853,100.50708574
1573,สนามหลวง(ม.ธรรมศาสตร์),Sanam Luang (Thammasat U.),13.7566045636118,100.492363292176
1574,บางลำพู(บ้านพานถม),Bang Lamphu,13.7602974262731,100.501223091014
1575,สภาทนายความ,Lawyer Council,13.756510033,100.50363336
1576,ตรงข้ามการบินไทยหลานหลวง,Thai Airways Larnluang (Opposite),13.756491965,100.50729393
1577,ตรงข้ามวัดสระเกศ ภูเขาทอง,Wat Saket (Opposite),13.753309545,100.50927444
1578,พระยายัง,Phraya Yang,13.7527298048383,100.522255470631
1579,วัดชัยมงคล แยกเจริญผล,Wat Chai Mongkhon,13.747817413,100.52197054
1580,สถาบันเทคโนโลยีปทุมวัน,Pathumwan Institute of Technology,13.747100602,100.52602979
1581,หอศิลป์กรุงเทพฯ,Bangkok Art & Culture Center,13.746542901,100.52923063
1582,สยามเซ็นเตอร์,Siam Center,13.7458834941719,100.532987392868
1583,วัดปทุมวนาราม,Wat Pathum Wanaram,13.745266664,100.53659845
1584,ซีพีทาวเวอร์,CP Tower,13.7272288593653,100.531028876316
1585,โรงเรียนเสริมปัญญา,Sermpanya School,13.69879225,100.4988666
1586,เชิงสะพานกรุงเทพ,ฺBangkok Bridge,13.6976501185186,100.496358837788
1587,แยกบุคคโล(สำนักงานร.ป.ภ.),Buk Ka Lo Intersection,13.7034699716288,100.487367510796
1588,ตรงข้ามบิ๊กซีแจ้งวัฒนะ ,Big C Changwattana (Opposite),13.9066587968451,100.515023181224
1589,กรมทหารปืนใหญ่ต่อสู่อากาศยานที่1,1 st Antiaircraft Artillery Regiment,13.891168041,100.5666415
1590,ตรงข้ามการสื่อสารโทรคมนาคมหลักสี่,Telecommunication (Laksi) (Opposite),13.8899639757246,100.570082488035
1591,ตรงข้ามTOTสำนักงานใหญ่,TOT Headquarters (Opposite),13.888455325,100.57436668
1592,ธนาคารไทยพาณิชย์แจ้งวัฒนะ,Siam Commercial Bank (Chaeng Watthana),13.882909042,100.5843741
1593,โรงเรียนเจริญผล,Charoen Phon School,13.8817924986545,100.586224807825
1594,จัสโก้แจ้งวัฒนะ ตรงข้ามมหาวิทยาลัยราชภัฏพระนคร,Jusco (Chaeng Watthana),13.8793544274381,100.590557975439
1595,ตรงข้ามโรงเรียนสาธิตวัดพระศรีมหาธาตุ,Wat Prasri Mahadhat Demonstration School (Opposite),13.877562934923,100.593770907824
1596,มหาวิทยาลัยเกริก,Krirk University,13.8725359230909,100.600036336403
1597,ตรงข้ามเซ็นทรัลรามอินทรา,Central (Ramintra) (Opposite),13.8714197072489,100.601338366527
1598,ซอยรามอินทรา 5,Soi Ramintra 5,13.8699541469327,100.604770551088
1599,โรงเรียนปราโมชวิทยารามอินทรา,Pramoch Witthaya Raminthra School,13.8686604732675,100.60719642021
1600,ตรงข้ามสนามมวยลุมพินีรามอินทรา,Lumpinee Stadium (Opposite),13.8668383815986,100.610578042176
1601,แยกลาดปลาเค้า(รามอินทรา15),Lat Plakhao Intersection,13.8653483565035,100.613329191088
1602,ตรงข้ามบิ๊กซีรามอินทรา,Big C Ramintra (Opposite),13.8625754984825,100.618487561088
1603,หมู่บ้านเกาหลี,Korean Village,13.860389155182,100.622566642633
1604,ตลาด กม.4,Market Km 4,13.8583392047267,100.626368746527
1605,เคหะรามอินทรา กม.4,Housing Ramintra Km4,13.856269144593,100.630143970667
1606,ตรงข้ามซอยมัยลาภ,Soi Mai Lap (Opposite),13.855114675968,100.632320430544
1607,กองบินตำรวจ,Police Aviation Division,13.8537056153986,100.634900628912
1608,วัชรพล(กม.5),Watchara Phon (Km.5),13.8518601784112,100.638374398245
1609,ซอยรามอินทรา 65,Soi Raminthra 65,13.8463790162283,100.648459881632
1610,กม.7 รามอินทรา(ขาเข้า),Km 7 Ramintra,13.8435373455758,100.653012441298
1611,ซอยรามอินทรา 69,Soi Ramintra 69,13.841891511416,100.656747305439
1612,กม.8 รามอินทรา,Km 8 Ramintra,13.841152569905,100.658090876527
1613,โรงเรียนเบญจมินทร์,Banjamin School,13.817306661092,100.653449325439
1614,แยกถนนพระราม 9,Rama 9 Road Intersection,13.747705612661,100.60398875979
1615,เคหะนวมินทร์,Nawamin Housing,13.822151543,100.65527686
1616,ซอยนวมินทร์ 151 หมู่บ้านเอื้องสุข,Soi Nawamin 151  Ueang Suk Village,13.828059981,100.65781935
1617,ซอยรามอินทรา 46,Soi Ramintra 46,13.8405237555926,100.658598771508
1618,ตรงข้ามซอยรามอินทรา 69,Soi Ramintra 69 (Opposite),13.8414963440834,100.65675371021
1619,กม.7 รามอินทรา(ขาออก),Km 7 Ramintha,13.8436793892072,100.653400451088
1620,ซอยนวลจันทร์,Soi Nuanchan,13.8451770650935,100.650010285229
1621,ปั้มน้ำมันบางจาก กม.6 (รามอินทรา),Bangchak Station Km 6,13.8468328100286,100.64692799021
1622,วัชรพล,Watcharaphon,13.8513841321557,100.638532432596
1623,ตรงข้ามกองบินตำรวจ,Police Aviation Division (Opposite),13.8535494620001,100.634454528912
1624,ซอยมัยลาภ(รามอินทราซอย16),Soi Maiyalap,13.8550587248138,100.631694151632
1625,ตรงข้ามตลาดกม.4,Market Km 4,13.8578167581756,100.626616275649
1626,ตรงข้ามหมู่บ้านเกาหลี,Korean Village (Opposite),13.8596980262384,100.623150211088
1627,บิ๊กซีรามอินทรา,ฺBig C Ramintra,13.862138849748,100.618617328912
1628,แยกลาดปลาเค้า(ศูนย์การค้ารามอินทรา),Lat Plakhao Intersection (Ramintra Center),13.8634845965717,100.616036176527
1629,สนามมวยลุมพินีรามอินทรา,Lumpinee Stadium,13.86654361,100.61039969
1630,ศูนย์พัฒนากีฬากองทัพบก,RTA Sports Center,13.8688033058321,100.606238261632
1631,ศูนย์พัฒนากีฬากองทัพบก สนามกอล์,RTA Sports Center (Golf Court),13.8696597469996,100.604660308912
1632,เซ็นทรัลรามอินทรา,Central Ramintra,13.8716596395488,100.60169196
1633,ตรงข้ามมหาวิทยาลัยเกริก,Krirk University (Opposite),13.8724008755068,100.599542443263
1634,โรงเรียนสาธิตวัดพระศรีมหาธาตุ,Wat Prasri Mahadhat Demonstration School,13.8772228983939,100.59379168042
1635,มหาวิทยาลัยราชภัฏพระนคร,Phranakhon Rajabhat University,13.8792455185575,100.590189536563
1636,ตรงข้ามโรงเรียนเจริญผล,Charoenpol School (Opposite),13.8818032685033,100.585678112459
1637,ตรงข้ามธนาคารไทยพาณิชย์แจ้งวัฒนะ,SCB (Chaeng Watthana) (Opposite),13.882225715,100.58483303
1638,TOTสำนักงานใหญ่,TOT Headquarters,13.8879068636792,100.574593488455
1639,ดี.เอช.ไอ. DSI,DSI,13.8893510318299,100.570645771508
1640,กรมการกงสุล,Department of Consular Affairs,13.8905147548541,100.56739951
1641,บิ๊กซืแจ้งวัฒนะ,Big C Chaengwatthana,13.9063454499371,100.514877372559
1642,แยกบางกะปิ(แยกถนนนวมินทร์),Bang Kapi Intersection,13.7671653425913,100.64942486
1643,วัดศรีบุญเรือง(แอมเวย์ใหม่),Wat Si Bun Rueang,13.7685251410845,100.651093682522
1644,โรงเรียนบางกะปิ,Bang Kapi School,13.7699753200515,100.652394899259
1645,มหาวิทยาลัยนิด้า,NIDA Univercity,13.770656427,100.65298599
